College_ID,IQ,Previous_Sem_Percentage,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Project_Count,Placement,Average_Score
CLG0073,101,6.32,6.04,10,0,0,4,0,Not Placed,37.79
CLG0085,92,5.44,5.29,6,0,8,4,2,Not Placed,34.24
CLG0012,61,7.38,7.37,6,0,3,7,5,Not Placed,25.25
CLG0037,97,9.28,8.87,5,0,7,5,2,Not Placed,38.38
CLG0005,95,7.76,8.22,5,0,0,8,5,Not Placed,36.99
CLG0009,105,5.23,5.4,8,0,7,3,2,Placed,38.54
CLG0057,97,9.87,9.47,5,0,8,8,2,Not Placed,38.78
CLG0020,95,9.14,9.46,6,0,4,9,1,Placed,37.87
CLG0070,73,5.66,5.48,3,0,6,9,2,Not Placed,28.05
CLG0013,85,9.61,9.71,5,0,10,9,5,Placed,34.77
CLG0080,107,7.25,7.03,9,0,9,1,2,Placed,40.43
CLG0084,125,6.86,7.09,3,0,1,9,4,Not Placed,46.32
CLG0005,98,7.31,7.53,8,0,0,8,1,Not Placed,37.61
CLG0043,104,9.17,9.22,7,0,10,2,1,Not Placed,40.8
CLG0081,114,8.3,8.04,4,0,5,3,1,Placed,43.45
CLG0054,87,5.3,5.05,5,0,8,7,3,Not Placed,32.45
CLG0062,105,9.79,9.67,8,0,0,3,2,Not Placed,41.49
CLG0010,88,5.74,5.39,10,0,9,2,5,Placed,33.04
CLG0030,112,8.73,8.57,7,0,0,4,2,Placed,43.1
CLG0007,102,8.18,8.36,10,0,3,9,2,Not Placed,39.51
CLG0057,104,5.94,6.27,10,0,9,2,0,Placed,38.74
CLG0011,88,5.85,5.68,2,0,5,1,0,Placed,33.18
CLG0072,110,9.35,9.08,8,0,8,10,0,Placed,42.81
CLG0051,131,7.1,7.43,8,0,1,7,3,Not Placed,48.51
CLG0064,84,8.27,8.66,9,0,4,1,2,Placed,33.64
CLG0031,94,7.52,7.43,2,0,6,6,1,Not Placed,36.32
CLG0001,103,8.64,8.17,4,0,3,5,1,Placed,39.94
CLG0089,111,7.4,7.59,2,0,5,8,4,Placed,42.0
CLG0058,91,6.44,6.72,4,0,5,3,5,Not Placed,34.72
CLG0092,57,6.82,6.34,3,0,3,3,0,Not Placed,23.39
CLG0087,120,9.3,9.4,7,0,3,1,3,Placed,46.23
CLG0051,111,7.34,7.43,5,0,8,4,4,Not Placed,41.92
CLG0093,73,6.07,5.95,7,0,10,10,3,Placed,28.34
CLG0022,90,9.67,9.92,2,0,0,10,1,Not Placed,36.53
CLG0074,123,8.98,8.91,4,0,4,6,5,Placed,46.96
CLG0046,121,5.28,5.46,6,0,10,5,2,Placed,43.91
CLG0017,114,9.99,10.01,5,0,8,7,1,Not Placed,44.67
CLG0013,97,8.47,8.22,2,0,8,10,1,Not Placed,37.9
CLG0080,101,5.8,5.91,7,0,8,1,0,Placed,37.57
CLG0076,98,6.19,6.43,2,0,1,3,1,Not Placed,36.87
CLG0079,116,8.46,8.93,9,0,6,4,3,Not Placed,44.46
CLG0039,86,8.9,8.78,7,0,9,6,2,Not Placed,34.56
CLG0019,87,6.2,5.76,3,0,7,4,0,Not Placed,32.99
CLG0085,115,6.28,6.77,6,0,0,7,4,Placed,42.68
CLG0061,99,6.54,6.66,5,0,1,10,1,Placed,37.4
CLG0096,120,7.99,8.44,9,0,0,10,0,Placed,45.48
CLG0005,89,5.86,5.46,3,0,8,3,0,Placed,33.44
CLG0057,99,5.52,5.36,2,0,9,8,0,Placed,36.63
CLG0047,86,8.39,8.02,2,0,10,7,3,Placed,34.14
CLG0079,100,8.9,9.24,4,0,4,3,4,Not Placed,39.38
CLG0032,77,7.5,7.88,1,0,3,9,0,Placed,30.79
CLG0001,92,6.82,6.82,9,0,7,10,3,Placed,35.21
CLG0079,78,7.16,6.85,3,0,2,5,4,Placed,30.67
CLG0035,110,6.94,6.57,5,0,7,2,2,Placed,41.17
CLG0084,110,9.8,9.89,2,0,2,9,3,Placed,43.23
CLG0031,74,8.84,8.85,8,0,5,8,0,Not Placed,30.56
CLG0020,120,6.04,6.23,3,0,3,8,1,Not Placed,44.09
CLG0047,137,6.92,6.73,5,0,7,1,3,Not Placed,50.22
CLG0024,100,7.72,7.62,7,0,6,4,2,Not Placed,38.45
CLG0040,90,8.06,7.58,2,0,4,7,4,Placed,35.21
CLG0074,142,7.34,7.45,3,0,2,6,2,Not Placed,52.26
CLG0078,80,9.05,8.97,8,0,4,9,4,Not Placed,32.67
CLG0099,100,8.84,9.26,10,0,3,8,3,Not Placed,39.37
CLG0064,102,7.53,7.67,8,0,7,9,4,Not Placed,39.07
CLG0093,120,9.27,9.17,3,0,10,4,0,Not Placed,46.15
CLG0073,105,8.76,8.52,10,0,4,8,5,Not Placed,40.76
CLG0010,92,8.89,9.3,7,0,9,6,3,Placed,36.73
CLG0061,85,9.78,9.3,2,0,9,9,1,Placed,34.69
CLG0002,94,6.33,6.16,9,0,4,10,2,Placed,35.5
CLG0023,84,6.34,6.78,8,0,1,1,2,Placed,32.37
CLG0082,100,9.44,9.59,9,0,8,6,3,Not Placed,39.68
CLG0065,91,8.86,8.89,9,0,5,10,1,Placed,36.25
CLG0058,77,9.63,9.33,7,0,10,10,3,Not Placed,31.99
CLG0011,118,5.32,5.65,4,0,0,2,0,Placed,42.99
CLG0036,92,8.14,7.84,5,0,2,3,5,Placed,35.99
CLG0097,80,5.72,5.47,7,0,3,9,5,Not Placed,30.4
CLG0063,97,7.52,7.21,5,0,9,5,0,Not Placed,37.24
CLG0036,101,5.78,5.44,10,0,9,5,1,Placed,37.41
CLG0057,73,5.64,6.09,8,0,1,1,3,Not Placed,28.24
CLG0088,104,5.06,5.16,5,0,10,10,1,Not Placed,38.07
CLG0089,84,8.15,8.29,5,0,9,2,1,Placed,33.48
CLG0023,125,6.8,7.25,5,0,3,9,0,Placed,46.35
CLG0054,107,5.53,5.26,4,0,1,7,0,Not Placed,39.26
CLG0063,94,6.61,6.12,7,0,5,4,1,Placed,35.58
CLG0086,88,5.84,5.94,2,0,9,7,1,Placed,33.26
CLG0033,98,9.71,9.72,10,0,8,10,4,Not Placed,39.14
CLG0047,109,6.6,6.58,4,0,0,2,0,Placed,40.73
CLG0019,99,6.67,6.23,3,0,4,5,1,Placed,37.3
CLG0034,96,9.2,9.15,10,0,8,9,4,Placed,38.12
CLG0023,100,8.24,8.03,8,0,10,2,5,Not Placed,38.76
CLG0090,90,8.55,8.32,7,0,6,3,5,Not Placed,35.62
CLG0086,94,8.18,7.9,3,0,10,5,5,Not Placed,36.69
CLG0067,68,9.73,9.56,4,0,5,5,1,Not Placed,29.1
CLG0004,114,6.04,5.89,4,0,6,8,4,Not Placed,41.98
CLG0097,104,9.95,9.76,10,0,8,7,1,Not Placed,41.24
CLG0075,88,9.15,9.63,7,0,2,3,5,Not Placed,35.59
CLG0084,128,7.94,8.37,8,0,7,5,5,Placed,48.1
CLG0096,101,8.31,8.38,4,0,0,8,5,Not Placed,39.23
CLG0053,84,8.24,8.72,8,0,9,5,3,Not Placed,33.65
CLG0015,112,5.29,5.78,1,0,5,2,0,Placed,41.02
CLG0089,105,6.09,5.95,9,0,8,10,5,Placed,39.01
CLG0017,105,9.81,9.76,7,0,0,2,1,Placed,41.52
CLG0022,93,7.67,8.13,4,0,4,1,2,Placed,36.27
CLG0034,106,6.89,7.0,8,0,7,6,5,Placed,39.96
CLG0033,96,8.81,8.52,10,0,9,1,2,Not Placed,37.78
CLG0025,108,7.62,7.81,2,0,10,8,4,Not Placed,41.14
CLG0014,71,5.07,4.78,8,0,5,1,0,Not Placed,26.95
CLG0050,93,8.68,8.52,10,0,5,8,4,Not Placed,36.73
CLG0030,125,8.66,8.39,6,0,2,6,0,Placed,47.35
CLG0086,88,5.83,5.57,7,0,7,9,2,Not Placed,33.13
CLG0022,90,9.78,9.28,7,0,0,3,5,Not Placed,36.35
CLG0083,93,6.12,6.5,2,0,3,7,2,Not Placed,35.21
CLG0004,81,7.29,7.09,2,0,7,2,5,Placed,31.79
CLG0072,66,5.57,5.16,4,0,5,5,4,Placed,25.58
CLG0045,96,8.02,7.61,6,0,10,1,5,Not Placed,37.21
CLG0074,102,6.88,6.94,4,0,8,5,5,Placed,38.61
CLG0028,99,6.77,7.26,6,0,0,8,3,Not Placed,37.68
CLG0054,97,9.13,8.78,5,0,1,10,2,Not Placed,38.3
CLG0058,100,5.05,4.65,6,0,0,3,0,Placed,36.57
CLG0085,115,8.99,8.93,9,0,10,6,1,Placed,44.31
CLG0065,97,7.86,7.92,6,0,3,4,1,Placed,37.59
CLG0037,91,9.93,9.72,6,0,8,8,1,Not Placed,36.88
CLG0054,95,7.95,7.75,8,0,3,2,2,Not Placed,36.9
CLG0098,108,5.28,5.2,5,0,8,5,3,Placed,39.49
CLG0011,121,5.25,5.06,5,0,5,6,2,Not Placed,43.77
CLG0016,90,9.42,9.84,10,0,4,8,0,Not Placed,36.42
CLG0078,101,9.21,8.75,1,0,9,2,5,Placed,39.65
CLG0065,105,6.73,6.46,6,0,3,9,2,Placed,39.4
CLG0095,85,8.09,8.4,1,0,9,7,2,Not Placed,33.83
CLG0044,100,7.45,7.78,8,0,1,10,2,Not Placed,38.41
CLG0043,78,9.84,9.45,10,0,7,4,2,Not Placed,32.43
CLG0076,73,9.75,10.22,9,0,2,10,0,Not Placed,30.99
CLG0027,105,9.92,10.11,6,0,0,2,2,Placed,41.68
CLG0081,94,9.33,9.1,9,0,10,8,3,Placed,37.48
CLG0080,103,9.55,9.51,2,0,9,2,4,Not Placed,40.69
CLG0001,99,6.09,5.89,9,0,6,2,0,Placed,36.99
CLG0030,85,9.16,8.81,4,0,7,9,3,Not Placed,34.32
CLG0064,99,8.54,8.33,3,0,6,4,1,Placed,38.62
CLG0037,81,9.81,9.89,1,0,3,7,1,Not Placed,33.57
CLG0023,120,7.86,8.19,1,0,7,10,0,Placed,45.35
CLG0027,79,5.43,5.29,8,0,9,4,4,Not Placed,29.91
CLG0080,97,7.99,7.84,2,0,3,5,2,Not Placed,37.61
CLG0088,84,8.43,8.4,1,0,4,1,0,Placed,33.61
CLG0028,108,6.1,6.24,2,0,7,10,2,Not Placed,40.11
CLG0030,95,6.97,7.22,3,0,1,1,2,Not Placed,36.4
CLG0090,92,7.99,7.82,4,0,9,10,1,Not Placed,35.94
CLG0088,112,6.87,6.96,9,0,7,10,4,Placed,41.94
CLG0095,100,6.87,6.76,7,0,4,3,2,Not Placed,37.88
CLG0089,107,5.67,5.89,5,0,4,6,0,Not Placed,39.52
CLG0051,85,9.7,9.36,5,0,6,1,1,Placed,34.69
CLG0002,78,8.75,8.51,6,0,3,4,2,Not Placed,31.75
CLG0071,101,5.01,4.94,1,0,2,9,5,Placed,36.98
CLG0087,95,8.83,9.22,6,0,5,2,5,Not Placed,37.68
CLG0093,109,8.7,8.77,6,0,5,2,5,Placed,42.16
CLG0035,98,5.05,5.52,5,0,9,2,1,Placed,36.19
CLG0094,103,6.85,6.45,10,0,5,10,1,Placed,38.77
CLG0029,75,8.03,7.99,9,0,6,10,0,Placed,30.34
CLG0031,128,7.26,7.18,10,0,3,7,0,Placed,47.48
CLG0042,97,8.89,8.99,10,0,2,7,3,Not Placed,38.29
CLG0066,110,7.13,7.44,5,0,2,6,2,Not Placed,41.52
CLG0051,87,5.77,6.11,9,0,2,2,5,Not Placed,32.96
CLG0079,104,9.88,10.05,10,0,1,5,1,Placed,41.31
CLG0016,80,6.21,6.35,7,0,5,6,3,Placed,30.85
CLG0008,106,8.59,9.04,3,0,0,6,0,Not Placed,41.21
CLG0061,94,5.72,5.6,9,0,5,10,4,Placed,35.11
CLG0092,100,6.65,6.98,10,0,7,6,1,Not Placed,37.88
CLG0040,110,7.21,7.63,7,0,5,6,4,Not Placed,41.61
CLG0081,81,5.96,5.95,4,0,1,1,4,Placed,30.97
CLG0057,89,7.25,7.48,9,0,6,4,5,Not Placed,34.58
CLG0078,106,5.79,5.67,6,0,2,1,1,Not Placed,39.15
CLG0085,131,7.8,7.46,9,0,8,3,3,Not Placed,48.75
CLG0050,97,8.32,8.41,4,0,10,2,3,Not Placed,37.91
CLG0027,108,5.31,5.01,10,0,7,2,1,Not Placed,39.44
CLG0085,98,9.36,9.32,2,0,5,6,5,Placed,38.89
CLG0032,129,5.93,6.3,9,0,0,1,2,Not Placed,47.08
CLG0080,73,6.13,5.72,10,0,1,4,4,Not Placed,28.28
CLG0028,101,8.31,7.84,4,0,7,9,3,Placed,39.05
CLG0029,75,7.34,7.45,2,0,5,3,1,Not Placed,29.93
CLG0049,62,7.5,7.33,7,0,0,8,0,Not Placed,25.61
CLG0036,104,5.64,5.56,7,0,8,9,0,Placed,38.4
CLG0024,102,9.03,8.94,5,0,7,2,1,Not Placed,39.99
CLG0085,95,8.09,7.68,5,0,1,5,2,Not Placed,36.92
CLG0039,98,5.68,5.18,8,0,9,6,0,Placed,36.29
CLG0050,146,6.87,7.27,6,0,4,5,2,Not Placed,53.38
CLG0008,96,9.05,8.77,1,0,2,6,1,Placed,37.94
CLG0092,107,7.84,7.77,4,0,0,5,1,Not Placed,40.87
CLG0082,90,5.54,6.01,1,0,6,7,4,Placed,33.85
CLG0083,104,6.86,7.19,5,0,8,5,1,Not Placed,39.35
CLG0019,96,6.21,5.82,5,0,10,5,2,Not Placed,36.01
CLG0038,93,7.59,7.6,4,0,6,7,3,Placed,36.06
CLG0044,127,9.22,9.45,9,0,2,3,0,Not Placed,48.56
CLG0026,117,7.18,7.38,8,0,5,10,0,Placed,43.85
CLG0070,102,7.17,7.43,10,0,2,7,4,Not Placed,38.87
CLG0049,65,9.53,9.49,3,0,3,8,3,Placed,28.01
CLG0026,94,7.88,7.56,5,0,0,5,2,Not Placed,36.48
CLG0092,140,7.83,7.79,6,0,1,4,2,Placed,51.87
CLG0032,96,6.31,6.46,5,0,0,2,4,Placed,36.26
CLG0034,116,8.04,8.15,8,0,9,5,1,Not Placed,44.06
CLG0045,121,7.88,7.45,5,0,1,6,3,Placed,45.44
CLG0037,103,6.98,6.54,8,0,3,9,0,Placed,38.84
CLG0089,87,9.95,10.42,10,0,5,6,3,Not Placed,35.79
CLG0086,63,9.41,9.06,10,0,10,6,4,Placed,27.16
CLG0095,110,8.75,8.54,3,0,7,6,1,Not Placed,42.43
CLG0006,87,7.69,7.96,5,0,9,8,5,Placed,34.22
CLG0031,102,7.31,7.22,4,0,8,6,3,Not Placed,38.84
CLG0065,81,5.92,5.6,6,0,9,1,1,Placed,30.84
CLG0009,96,6.53,6.5,3,0,6,1,3,Placed,36.34
CLG0076,100,8.87,8.94,10,0,3,10,0,Not Placed,39.27
CLG0021,104,7.27,7.22,4,0,6,2,2,Not Placed,39.5
CLG0067,83,9.41,9.83,4,0,0,1,3,Placed,34.08
CLG0042,117,5.74,5.52,5,0,10,3,2,Not Placed,42.75
CLG0046,91,7.54,7.7,6,0,9,3,2,Not Placed,35.41
CLG0005,74,8.23,7.84,2,0,10,4,2,Placed,30.02
CLG0037,98,7.58,7.47,10,0,10,6,4,Not Placed,37.68
CLG0077,100,9.45,9.69,8,0,5,10,0,Not Placed,39.71
CLG0029,102,9.95,9.67,4,0,0,7,2,Not Placed,40.54
CLG0092,120,5.58,5.67,7,0,7,9,0,Placed,43.75
CLG0049,96,5.65,5.3,7,0,3,8,3,Placed,35.65
CLG0025,98,5.65,5.25,10,0,7,6,5,Not Placed,36.3
CLG0010,83,8.41,8.43,2,0,7,9,0,Placed,33.28
CLG0098,112,6.86,7.04,7,0,1,4,1,Not Placed,41.97
CLG0015,102,8.67,8.28,1,0,5,6,2,Placed,39.65
CLG0030,93,7.03,7.45,2,0,9,7,3,Placed,35.83
CLG0077,71,8.14,7.87,5,0,3,2,2,Placed,29.0
CLG0059,121,8.85,8.47,8,0,2,1,2,Placed,46.11
CLG0055,81,7.74,7.44,7,0,8,10,3,Placed,32.06
CLG0055,91,7.7,7.37,3,0,9,8,3,Not Placed,35.36
CLG0069,105,5.44,5.03,10,0,8,8,4,Not Placed,38.49
CLG0014,82,7.05,7.35,9,0,1,7,4,Placed,32.13
CLG0074,77,7.73,7.73,5,0,4,9,4,Placed,30.82
CLG0098,68,7.31,7.2,3,0,9,9,0,Not Placed,27.5
CLG0095,110,9.5,9.95,7,0,9,3,1,Not Placed,43.15
CLG0056,91,9.53,9.4,4,0,6,1,1,Not Placed,36.64
CLG0061,143,9.11,8.78,1,0,8,9,0,Placed,53.63
CLG0005,85,6.88,6.65,5,0,7,1,4,Placed,32.84
CLG0006,86,8.59,8.33,8,0,9,1,1,Placed,34.31
CLG0013,91,6.98,6.98,4,0,3,5,4,Not Placed,34.99
CLG0040,103,6.16,5.95,7,0,2,2,3,Placed,38.37
CLG0059,92,6.71,6.73,8,0,0,2,0,Not Placed,35.15
CLG0013,109,5.35,5.52,9,0,0,5,4,Not Placed,39.96
CLG0046,85,6.66,6.94,9,0,8,7,0,Not Placed,32.87
CLG0097,79,7.3,7.51,5,0,3,6,2,Not Placed,31.27
CLG0023,73,9.78,9.49,6,0,7,5,0,Placed,30.76
CLG0021,66,6.57,6.19,7,0,3,3,0,Placed,26.25
CLG0072,92,9.51,9.55,10,0,5,9,4,Not Placed,37.02
CLG0034,95,6.14,5.84,2,0,3,8,0,Not Placed,35.66
CLG0053,90,5.95,5.53,9,0,1,3,5,Not Placed,33.83
CLG0095,118,7.59,7.62,1,0,0,7,5,Placed,44.4
CLG0031,118,8.36,8.19,6,0,7,3,2,Placed,44.85
CLG0084,94,5.22,5.48,6,0,5,6,3,Placed,34.9
CLG0099,73,6.11,5.92,7,0,0,3,5,Placed,28.34
CLG0066,91,7.28,7.76,2,0,4,8,1,Not Placed,35.35
CLG0088,91,6.66,6.92,6,0,2,3,3,Not Placed,34.86
CLG0075,90,8.56,8.12,6,0,1,5,0,Placed,35.56
CLG0068,89,7.56,7.57,9,0,2,3,5,Placed,34.71
CLG0026,90,5.8,5.86,8,0,1,8,2,Not Placed,33.89
CLG0014,94,9.47,9.67,5,0,9,10,2,Not Placed,37.71
CLG0084,90,6.46,6.46,7,0,1,9,3,Not Placed,34.31
CLG0100,103,8.66,8.64,7,0,0,6,4,Placed,40.1
CLG0025,105,8.9,8.77,5,0,2,10,1,Not Placed,40.89
CLG0074,86,9.82,9.59,7,0,2,4,0,Placed,35.14
CLG0099,119,7.49,7.94,3,0,3,10,0,Not Placed,44.81
CLG0064,85,8.08,7.9,7,0,2,4,3,Not Placed,33.66
CLG0069,75,6.67,6.23,6,0,7,5,2,Not Placed,29.3
CLG0068,105,8.39,8.06,6,0,3,3,2,Not Placed,40.48
CLG0020,87,7.32,7.68,2,0,9,4,4,Placed,34.0
CLG0087,104,7.19,7.28,2,0,0,4,1,Placed,39.49
CLG0043,63,9.28,9.56,7,0,1,1,0,Not Placed,27.28
CLG0005,120,5.25,5.56,1,0,6,1,3,Placed,43.6
CLG0093,110,9.41,9.73,9,0,5,9,4,Placed,43.05
CLG0093,77,9.26,9.31,3,0,8,3,1,Not Placed,31.86
CLG0032,77,7.53,7.21,6,0,5,5,0,Placed,30.58
CLG0086,125,7.45,7.1,3,0,1,2,1,Not Placed,46.52
CLG0045,88,6.81,6.88,9,0,7,1,0,Placed,33.9
CLG0043,87,9.97,9.84,10,0,8,7,5,Placed,35.6
CLG0071,66,5.56,5.62,7,0,4,10,1,Placed,25.73
CLG0097,94,7.95,7.95,1,0,5,9,1,Not Placed,36.63
CLG0022,96,8.41,8.51,4,0,3,4,5,Placed,37.64
CLG0041,110,9.67,9.2,5,0,10,4,3,Placed,42.96
CLG0058,79,8.9,8.43,7,0,1,3,4,Placed,32.11
CLG0059,77,8.22,8.44,7,0,4,3,2,Not Placed,31.22
CLG0028,106,5.58,5.27,5,0,4,2,1,Not Placed,38.95
CLG0085,115,6.87,7.02,1,0,0,3,3,Placed,42.96
CLG0055,76,5.69,5.74,5,0,4,5,5,Not Placed,29.14
CLG0051,116,9.41,9.89,5,0,0,8,2,Placed,45.1
CLG0036,100,8.75,9.09,4,0,2,8,4,Not Placed,39.28
CLG0068,116,8.79,8.7,6,0,10,5,4,Not Placed,44.5
CLG0043,98,8.26,8.38,8,0,8,1,1,Placed,38.21
CLG0006,62,7.54,7.16,10,0,3,10,5,Placed,25.57
CLG0083,97,5.75,5.64,5,0,8,2,5,Placed,36.13
CLG0051,115,6.65,6.88,8,0,5,8,0,Placed,42.84
CLG0053,86,5.68,5.8,5,0,0,10,4,Placed,32.49
CLG0011,94,8.62,8.6,3,0,2,9,3,Placed,37.07
CLG0050,97,5.8,5.48,8,0,2,7,1,Not Placed,36.09
CLG0017,56,8.51,8.81,4,0,3,9,4,Not Placed,24.44
CLG0046,125,8.46,8.23,3,0,9,9,1,Placed,47.23
CLG0082,86,7.3,7.62,3,0,3,6,0,Not Placed,33.64
CLG0046,107,5.68,5.79,6,0,7,6,4,Not Placed,39.49
CLG0077,98,6.57,6.44,8,0,2,7,1,Not Placed,37.0
CLG0041,118,6.6,6.14,10,0,10,1,3,Not Placed,43.58
CLG0051,106,8.5,8.23,5,0,3,9,4,Not Placed,40.91
CLG0011,96,5.57,5.96,1,0,2,1,0,Placed,35.84
CLG0051,86,9.15,9.47,1,0,6,8,2,Not Placed,34.87
CLG0027,111,8.81,8.88,3,0,5,10,2,Placed,42.9
CLG0049,71,5.93,5.9,6,0,0,2,1,Placed,27.61
CLG0016,109,8.6,8.75,2,0,9,10,4,Placed,42.12
CLG0050,83,8.34,8.31,1,0,0,7,4,Placed,33.22
CLG0015,118,8.74,8.88,7,0,5,5,0,Placed,45.21
CLG0054,102,5.94,5.75,2,0,2,8,2,Not Placed,37.9
CLG0014,109,5.79,6.13,8,0,8,10,5,Not Placed,40.31
CLG0079,101,6.18,6.38,2,0,1,7,3,Placed,37.85
CLG0082,73,6.83,6.66,1,0,2,8,5,Not Placed,28.83
CLG0076,87,8.97,9.3,10,0,8,2,2,Placed,35.09
CLG0026,110,8.69,8.68,2,0,5,10,4,Placed,42.46
CLG0040,102,9.63,9.3,2,0,0,9,3,Not Placed,40.31
CLG0018,117,5.29,4.87,7,0,1,6,3,Not Placed,42.39
CLG0026,106,5.06,5.26,1,0,6,6,0,Not Placed,38.77
CLG0018,85,8.5,8.87,3,0,5,6,5,Placed,34.12
CLG0001,88,6.4,6.71,5,0,0,1,1,Placed,33.7
CLG0016,101,6.67,6.83,7,0,9,7,1,Not Placed,38.17
CLG0021,65,7.73,7.37,6,0,1,2,0,Placed,26.7
CLG0072,125,5.51,5.1,8,0,5,2,4,Not Placed,45.2
CLG0066,106,8.21,8.06,1,0,5,5,4,Not Placed,40.76
CLG0083,118,6.63,6.98,7,0,5,6,1,Placed,43.87
CLG0093,76,8.16,8.62,9,0,8,1,2,Not Placed,30.93
CLG0094,118,9.17,8.91,7,0,1,1,0,Placed,45.36
CLG0003,133,5.86,6.12,6,0,9,1,2,Not Placed,48.33
CLG0008,80,9.65,9.72,9,0,9,7,0,Placed,33.12
CLG0099,111,7.65,7.18,4,0,10,1,0,Not Placed,41.94
CLG0018,100,9.61,9.65,10,0,8,9,1,Placed,39.75
CLG0090,76,6.04,6.35,6,0,8,3,1,Not Placed,29.46
CLG0025,107,8.02,7.8,6,0,9,10,5,Placed,40.94
CLG0072,112,7.02,7.42,10,0,8,2,2,Placed,42.15
CLG0018,90,8.87,8.61,3,0,8,6,4,Placed,35.83
CLG0024,117,8.03,7.61,7,0,2,2,3,Not Placed,44.21
CLG0069,74,7.47,7.13,1,0,9,5,5,Not Placed,29.53
CLG0026,77,9.56,9.9,8,0,8,5,2,Placed,32.15
CLG0074,102,6.89,6.81,8,0,9,9,0,Placed,38.57
CLG0011,100,6.1,6.4,8,0,8,4,3,Not Placed,37.5
CLG0004,89,8.04,8.07,9,0,2,8,3,Placed,35.04
CLG0010,112,8.12,8.1,4,0,3,7,5,Not Placed,42.74
CLG0012,107,7.2,7.51,6,0,3,7,3,Placed,40.57
CLG0074,112,7.43,7.35,7,0,3,1,5,Not Placed,42.26
CLG0012,98,9.8,10.1,2,0,6,6,3,Placed,39.3
CLG0005,109,8.66,8.26,6,0,4,6,5,Placed,41.97
CLG0091,93,5.55,5.69,8,0,6,10,5,Placed,34.75
CLG0097,130,6.06,6.26,4,0,5,8,3,Placed,47.44
CLG0096,87,9.88,10.28,5,0,6,6,2,Placed,35.72
CLG0005,131,8.63,8.35,8,0,7,8,1,Not Placed,49.33
CLG0023,100,9.58,9.68,3,0,5,6,1,Not Placed,39.75
CLG0056,79,6.52,6.45,6,0,8,8,0,Placed,30.66
CLG0088,120,8.71,8.59,1,0,3,5,4,Placed,45.77
CLG0046,101,8.57,8.18,4,0,4,9,2,Placed,39.25
CLG0002,112,6.47,6.1,6,0,8,4,3,Placed,41.52
CLG0094,118,7.75,8.09,3,0,8,6,1,Placed,44.61
CLG0074,105,8.14,8.39,1,0,1,2,0,Placed,40.51
CLG0001,91,7.41,7.29,6,0,1,3,3,Placed,35.23
CLG0013,114,9.14,9.47,3,0,8,4,0,Not Placed,44.2
CLG0060,100,9.16,8.74,8,0,5,3,3,Not Placed,39.3
CLG0036,110,9.25,9.37,7,0,7,7,5,Placed,42.87
CLG0062,67,9.02,9.39,7,0,7,9,3,Not Placed,28.47
CLG0063,106,7.44,7.78,8,0,7,6,1,Not Placed,40.41
CLG0067,90,6.91,6.78,7,0,4,3,1,Placed,34.56
CLG0016,124,9.16,9.41,5,0,10,9,3,Not Placed,47.52
CLG0078,109,7.45,7.38,10,0,10,1,1,Not Placed,41.28
CLG0040,103,6.23,6.57,8,0,9,5,2,Placed,38.6
CLG0048,107,7.54,7.57,8,0,3,10,3,Not Placed,40.7
CLG0046,85,5.71,5.97,8,0,2,10,1,Not Placed,32.23
CLG0005,124,8.46,8.04,10,0,3,5,0,Placed,46.83
CLG0025,129,6.68,6.77,6,0,7,2,0,Not Placed,47.48
CLG0038,105,6.3,6.35,2,0,3,5,0,Placed,39.22
CLG0054,123,9.78,9.89,8,0,7,1,4,Placed,47.56
CLG0093,91,8.88,9.08,10,0,7,1,0,Not Placed,36.32
CLG0081,88,8.94,9.36,1,0,0,4,5,Placed,35.43
CLG0073,100,8.12,8.41,9,0,10,6,0,Placed,38.84
CLG0082,106,9.2,8.92,9,0,10,2,2,Placed,41.37
CLG0076,94,8.8,9.13,6,0,8,5,2,Not Placed,37.31
CLG0045,108,7.99,7.61,10,0,2,10,4,Not Placed,41.2
CLG0039,104,9.81,9.93,6,0,5,5,2,Not Placed,41.25
CLG0028,85,5.96,6.34,6,0,2,3,1,Not Placed,32.43
CLG0053,107,9.72,9.32,4,0,8,4,0,Placed,42.01
CLG0054,112,7.01,7.36,1,0,0,2,1,Placed,42.12
CLG0096,102,7.64,7.94,1,0,6,7,4,Placed,39.19
CLG0020,117,5.61,5.61,1,0,4,3,1,Not Placed,42.74
CLG0055,81,7.7,7.51,5,0,2,6,5,Not Placed,32.07
CLG0065,107,8.06,7.97,7,0,10,9,1,Not Placed,41.01
CLG0076,82,9.99,10.46,1,0,6,7,1,Not Placed,34.15
CLG0022,83,9.88,9.58,1,0,0,4,5,Not Placed,34.15
CLG0051,90,9.83,9.91,6,0,5,2,2,Not Placed,36.58
CLG0072,85,6.74,6.32,2,0,6,7,0,Not Placed,32.69
CLG0012,91,9.96,9.68,2,0,8,8,5,Not Placed,36.88
CLG0059,96,7.28,7.54,7,0,8,3,1,Not Placed,36.94
CLG0054,112,9.26,9.06,9,0,6,7,3,Placed,43.44
CLG0053,95,6.08,6.57,8,0,4,1,0,Not Placed,35.88
CLG0088,76,7.53,7.53,2,0,6,8,0,Placed,30.35
CLG0038,117,9.83,9.85,7,0,10,7,3,Placed,45.56
CLG0092,87,9.74,9.28,5,0,0,6,4,Placed,35.34
